iteration_frequency,error_pattern_change,time_to_completion,self_evaluation_score,external_feedback_quality,task_complexity_level,engagement_depth,confidence_level,knowledge_transfer_success,consistency_score,abstract_signal_strength,response_latency_variability,intentional_error_flag,revisit_rate,vocabulary_expansion_count,feedback_revision_delay,surprise_tolerance_score,exploratory_task_deviation,self_explanation_count,output_compression_ratio,emotional_consistency_score,curiosity_level,source_model
6,1.0,582.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,64,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,260.9,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,59,1202.5,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,627.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,65,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,131.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1496.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,606.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,62,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,679.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,40,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,223.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,58,1094.1,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,587.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,65,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,263.8,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,60,1247.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,633.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,66,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,133.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1549.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,612.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,63,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,685.5,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,42,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,226.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,59,1137.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,592.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,66,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,266.7,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,61,1293.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,639.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,67,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,134.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1603.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,619.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,64,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,691.2,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,41,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,229.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,60,1182.6,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,596.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,67,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,269.6,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,62,1340.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,644.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,68,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,136.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1658.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,625.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,65,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,696.9,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,43,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,232.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,61,1228.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,601.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,68,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,272.5,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,63,1388.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,650.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,69,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,138.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1714.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,631.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,66,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,702.6,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,42,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,234.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,62,1274.7,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,606.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,69,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,275.4,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,64,1437.5,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,655.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,70,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,139.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1771.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,637.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,67,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,708.3,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,44,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,237.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,63,1322.1,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,611.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,70,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,278.3,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,65,1487.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,661.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,71,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,141.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1829.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,643.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,68,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,714.0,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,43,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,240.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,64,1370.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,616.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,71,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,281.2,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,66,1537.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,667.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,72,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,142.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1888.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,650.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,69,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,719.7,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,45,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,243.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,65,1419.6,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,620.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,72,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,284.1,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,67,1589.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,672.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,73,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,144.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1948.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,656.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,70,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,725.4,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,44,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,246.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,66,1469.7,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,625.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,73,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,287.0,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,68,1641.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,678.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,74,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,146.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2009.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,662.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,71,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,731.1,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,46,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,248.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,67,1520.7,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,630.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,74,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,289.9,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,69,1695.0,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,683.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,75,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,147.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2071.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,668.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,72,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,736.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,45,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,251.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,68,1572.6,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,635.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,75,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,292.8,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,70,1749.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,689.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,76,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,149.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2134.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,674.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,73,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,742.5,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,47,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,254.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,69,1625.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,640.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,76,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,295.7,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,71,1804.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,695.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,77,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,150.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2198.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,681.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,74,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,748.2,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,46,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,257.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,70,1679.0,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,644.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,77,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,298.6,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,72,1860.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,700.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,78,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,152.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2263.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,687.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,75,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,753.9,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,48,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,260.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,71,1733.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,649.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,78,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,301.5,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,73,1917.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,706.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,79,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,154.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2329.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,693.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,76,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,759.6,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,47,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,262.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,72,1788.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,654.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,79,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,304.4,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,74,1975.0,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,711.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,80,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,155.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2396.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,699.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,77,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,765.3,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,49,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,265.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,73,1845.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,659.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,80,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,307.3,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,75,2033.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,717.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,81,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,157.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2464.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,705.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,78,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,771.0,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,48,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,268.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,74,1902.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,664.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,81,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,310.2,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,76,2093.1,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,723.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,82,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,158.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2533.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,712.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,79,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,776.7,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,50,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,271.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,75,1960.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,668.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,82,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,313.1,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,77,2153.4,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,728.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,83,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,160.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2603.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,718.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,80,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,782.4,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,49,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,274.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,76,2019.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,673.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,83,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,316.0,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,78,2214.6,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,734.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,84,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,162.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2674.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,724.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,81,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,788.1,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,51,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,276.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,77,2079.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,678.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,84,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,318.9,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,79,2276.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,739.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,85,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,163.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2746.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,730.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,82,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,793.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,50,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,279.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,78,2140.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,683.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,85,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,321.8,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,80,2339.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,745.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,86,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,165.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2819.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,736.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,83,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,799.5,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,52,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,282.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,79,2201.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,688.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,86,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,324.7,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,81,2403.6,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,751.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,87,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,166.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2893.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,743.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,84,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,805.2,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,51,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,285.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,80,2264.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,692.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,87,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,327.6,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,82,2468.4,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,756.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,88,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,168.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,2968.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,749.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,85,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,810.9,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,53,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,288.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,81,2327.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,697.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,88,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,330.5,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,83,2534.0,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,762.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,89,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,170.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,3044.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,755.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,86,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,816.6,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,52,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,290.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,82,2392.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,702.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,89,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,333.4,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,84,2600.5,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,767.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,90,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,171.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,3121.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,761.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,87,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,822.3,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,54,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
